date,T2M,T2M_MAX,T2M_MIN,RH2M,WS2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN
2016-01-20,-14.01,-10.61,-16.73,82.19,1.42,0.2,9.03
2016-01-21,-18.37,-12.1,-26.32,72.33,3.83,0.01,9.23
2016-01-22,-25.32,-21.3,-29.04,63.91,5.54,0.02,9.89
2016-01-23,-27.28,-24.57,-30.61,64.24,8.19,0.01,10.43
2016-01-24,-22.56,-14.67,-28.88,69.96,6.01,0.0,10.27
2016-01-25,-18.48,-9.89,-23.98,62.0,2.74,0.0,11.0
2016-01-26,-16.77,-9.0,-23.04,66.24,2.12,0.0,10.76
2016-01-27,-15.47,-8.82,-20.58,66.09,1.63,0.0,10.19
2016-01-28,-14.07,-6.6,-20.31,59.79,1.55,0.0,11.19
2016-01-29,-14.85,-5.56,-20.67,69.69,2.82,0.0,9.52
2016-01-30,-18.5,-11.56,-22.65,61.43,3.82,0.0,10.36
2016-01-31,-16.93,-8.43,-22.9,68.42,4.55,0.0,11.78
2016-02-01,-15.31,-6.9,-21.24,68.04,3.13,0.0,13.46
2016-02-02,-12.34,-5.7,-17.03,57.98,1.98,0.0,12.23
2016-02-03,-11.91,-3.65,-17.08,54.58,2.81,0.0,12.02
2016-02-04,-13.23,-6.95,-19.11,60.62,3.48,0.0,11.1
2016-02-05,-15.25,-8.01,-21.48,73.29,5.05,0.0,12.97
2016-02-06,-12.46,-3.84,-18.74,60.35,3.12,0.0,13.24
2016-02-07,-11.59,-4.21,-18.6,62.74,3.74,0.0,13.08
2016-02-08,-7.21,1.63,-13.84,74.67,3.02,0.0,13.67
2016-02-09,-5.21,2.37,-10.18,71.58,2.2,0.0,13.41
2016-02-10,-2.55,4.61,-10.03,70.96,2.1,0.0,12.59
2016-02-11,-0.88,3.06,-5.02,92.86,1.92,0.01,13.27
2016-02-12,-6.62,-2.46,-12.54,73.11,6.92,3.26,3.73
2016-02-13,-15.36,-11.47,-20.93,61.51,7.04,0.02,11.48
2016-02-14,-17.42,-11.98,-22.31,64.28,5.97,0.0,15.47
2016-02-15,-13.5,-7.69,-19.14,63.88,6.87,0.0,15.36
2016-02-16,-10.73,-2.6,-16.98,66.8,4.23,0.0,15.48
2016-02-17,-11.13,-3.23,-17.29,66.75,3.03,0.0,12.88
2016-02-18,-10.32,-3.12,-17.17,62.47,2.9,0.0,12.31
2016-02-19,-12.52,-6.92,-17.92,63.08,4.15,0.01,13.81
2016-02-20,-14.45,-6.89,-21.06,62.82,2.89,0.0,16.56
2016-02-21,-11.71,-3.21,-18.95,68.35,2.98,0.0,13.86
2016-02-22,-13.42,-6.78,-18.94,60.8,4.19,0.01,16.29
2016-02-23,-14.76,-7.78,-20.98,62.44,3.0,0.0,18.25
2016-02-24,-13.43,-5.86,-19.2,58.56,3.43,0.0,18.46
2016-02-25,-11.95,-4.51,-17.17,55.75,3.32,0.0,15.35
2016-02-26,-10.75,-1.01,-18.05,73.01,3.64,0.08,13.4
2016-02-27,-10.03,-3.62,-15.62,74.61,2.83,1.49,9.34
2016-02-28,-12.8,-6.35,-17.45,72.25,4.6,0.01,16.72
2016-02-29,-9.21,-1.17,-16.68,72.68,2.81,0.08,17.27
2016-03-01,-3.64,5.38,-12.26,69.4,3.38,0.0,17.59
2016-03-02,-0.79,7.48,-8.98,64.89,3.58,0.0,17.51
2016-03-03,2.01,9.77,-4.03,48.14,2.38,0.0,16.77
2016-03-04,-2.45,1.44,-9.49,44.08,4.23,0.0,7.0
2016-03-05,-6.29,0.29,-13.16,45.12,2.67,0.0,19.61
2016-03-06,-4.72,2.01,-9.86,38.27,2.93,0.0,16.93
2016-03-07,-9.42,-3.77,-13.58,42.24,4.65,0.0,19.54
2016-03-08,-11.32,-5.56,-15.7,31.01,4.66,0.0,18.5
2016-03-09,-13.33,-7.44,-18.7,44.58,4.59,0.0,21.13
2016-03-10,-12.05,-4.74,-18.92,55.92,4.12,0.0,20.95
2016-03-11,-9.0,-1.03,-17.11,50.41,2.56,0.0,21.04
2016-03-12,-6.93,0.02,-12.76,47.98,4.0,0.0,19.9
2016-03-13,-5.91,2.65,-14.65,42.59,3.36,0.0,21.49
2016-03-14,-1.86,4.57,-8.42,37.02,2.07,0.0,17.6
2016-03-15,2.05,7.88,-3.54,57.86,2.26,0.0,19.0
2016-03-16,2.19,8.75,-3.22,71.92,2.74,0.0,14.12
2016-03-17,3.65,12.63,-1.73,47.08,3.06,0.0,18.53
2016-03-18,4.7,14.0,-2.22,37.5,1.57,0.0,18.83
2016-03-19,4.07,11.94,-2.33,46.92,2.36,0.0,13.37
2016-03-20,5.01,14.39,-1.46,44.01,2.94,0.0,18.18
2016-03-21,4.6,9.97,-0.49,76.56,1.59,0.3,7.63
2016-03-22,1.86,8.73,-5.3,58.91,4.65,0.85,11.38
2016-03-23,-1.92,4.96,-5.87,38.99,3.63,0.0,20.84
2016-03-24,-1.54,5.13,-5.66,38.73,2.35,0.0,22.13
2016-03-25,-1.52,4.36,-5.7,38.61,3.11,0.0,20.81
2016-03-26,0.11,7.38,-5.82,33.5,3.18,0.0,24.32
2016-03-27,2.07,8.78,-3.76,32.3,2.9,0.0,22.89
2016-03-28,2.17,10.35,-4.25,49.4,3.77,0.0,19.46
2016-03-29,3.09,12.48,-3.96,40.95,3.81,0.0,23.86
2016-03-30,6.1,15.7,-2.55,38.19,3.33,0.0,24.17
2016-03-31,7.12,18.42,-0.57,58.35,4.95,0.11,17.4
2016-04-01,2.36,10.56,-5.48,52.77,4.62,0.01,22.32
2016-04-02,-0.45,4.33,-5.25,39.89,3.74,0.0,15.61
2016-04-03,2.36,9.08,-3.11,30.48,1.64,0.0,23.05
2016-04-04,5.37,13.18,-2.58,32.35,2.27,0.0,23.26
2016-04-05,6.53,16.25,-1.97,42.98,3.25,0.0,22.5
2016-04-06,6.08,14.2,-0.66,39.61,4.46,0.0,21.08
2016-04-07,3.0,11.86,-5.13,34.78,4.08,0.0,25.2
2016-04-08,4.52,14.53,-5.35,27.06,3.87,0.0,26.74
2016-04-09,7.73,17.66,-0.01,26.96,2.75,0.0,24.25
2016-04-10,10.28,20.49,0.7,27.64,2.59,0.0,26.41
2016-04-11,7.83,17.87,0.41,70.71,3.33,3.12,15.86
2016-04-12,6.95,15.06,-0.17,43.41,3.83,0.03,25.19
2016-04-13,5.62,13.7,-1.18,32.46,4.96,0.0,26.88
2016-04-14,9.44,18.84,-0.96,32.09,3.09,0.03,23.24
2016-04-15,6.41,11.72,0.49,50.35,2.9,1.26,10.53
2016-04-16,0.96,7.21,-4.51,45.89,5.7,0.0,27.65
2016-04-17,0.26,5.5,-4.86,42.96,4.31,0.34,20.32
2016-04-18,3.03,11.38,-5.62,34.27,2.65,0.0,26.02
2016-04-19,8.05,17.89,-1.53,42.43,4.62,0.0,19.77
2016-04-20,9.25,18.16,-0.37,39.2,3.12,0.0,27.37
2016-04-21,7.87,16.48,-0.82,29.63,4.44,0.0,28.01
2016-04-22,5.34,14.48,-2.27,24.63,4.47,0.0,28.29
2016-04-23,8.58,17.82,-2.8,24.36,1.6,0.0,28.61
2016-04-24,10.99,22.13,0.06,52.06,3.33,0.0,25.67
2016-04-25,12.58,22.42,2.82,54.5,3.49,0.01,22.96
2016-04-26,12.13,19.71,6.57,58.69,2.67,1.79,16.48
2016-04-27,12.4,21.01,3.95,47.34,2.54,0.16,23.61
2016-04-28,12.25,20.71,3.38,45.64,3.27,0.0,26.4
2016-04-29,13.81,24.29,4.36,36.73,3.84,0.0,27.75
2016-04-30,15.91,25.78,5.9,32.6,4.07,0.0,21.86
2016-05-01,12.97,23.0,6.2,51.92,3.67,0.52,15.56
2016-05-02,5.93,12.12,1.14,39.58,5.58,0.0,20.11
2016-05-03,9.35,16.72,-0.56,27.19,3.7,0.0,27.46
2016-05-04,10.8,16.82,3.68,47.5,2.57,0.31,12.56
2016-05-05,6.4,12.63,-0.25,29.01,6.73,0.0,28.76
2016-05-06,5.48,14.48,-3.51,30.41,4.25,0.0,30.51
2016-05-07,10.05,19.79,-0.54,24.68,3.49,0.0,29.49
2016-05-08,11.41,20.02,2.01,62.58,2.89,0.04,23.58
2016-05-09,12.2,19.93,5.7,48.41,2.44,0.87,25.59
2016-05-10,15.04,24.33,3.36,47.5,2.57,0.08,27.29
2016-05-11,15.06,24.55,7.72,51.2,4.74,4.33,20.59
2016-05-12,6.43,11.85,1.16,42.3,5.5,1.33,29.92
2016-05-13,8.81,18.9,-0.39,40.06,5.23,4.47,22.65
2016-05-14,6.83,16.17,0.87,56.55,5.03,4.02,18.27
2016-05-15,8.03,16.29,-1.38,31.17,4.87,0.0,31.67
2016-05-16,12.6,21.58,2.44,28.49,3.04,0.0,31.97
2016-05-17,15.04,24.68,4.92,37.01,3.39,0.0,27.72
2016-05-18,16.71,23.7,8.41,46.57,3.29,0.0,22.8
2016-05-19,17.03,25.72,8.52,40.08,3.65,0.0,28.79
2016-05-20,16.77,24.77,6.94,43.38,2.53,0.05,24.15
2016-05-21,16.09,22.72,8.21,49.97,2.84,1.11,18.0
2016-05-22,13.48,17.61,6.79,61.42,3.77,7.72,10.87
2016-05-23,6.86,12.7,3.5,61.34,4.31,12.22,16.22
2016-05-24,7.82,15.58,1.4,60.06,3.12,2.11,20.39
2016-05-25,11.52,20.43,0.23,45.07,4.04,0.21,27.24
2016-05-26,12.06,21.34,1.92,35.87,3.21,0.0,31.97
2016-05-27,15.4,23.55,7.07,29.45,2.7,0.0,30.94
2016-05-28,16.01,26.0,6.85,42.18,3.44,0.0,28.09
2016-05-29,16.79,26.19,4.75,28.2,2.92,0.0,31.49
2016-05-30,19.5,28.66,9.77,35.99,3.15,0.0,29.47
2016-05-31,18.72,24.51,12.81,46.94,1.44,0.0,15.18
2016-06-01,19.54,27.68,10.2,55.39,1.53,0.0,23.17
2016-06-02,17.31,23.04,13.01,67.84,2.6,8.55,16.05
2016-06-03,12.79,14.9,10.17,81.86,2.75,4.26,10.34
2016-06-04,14.05,18.94,9.24,73.93,1.77,3.04,20.06
2016-06-05,16.08,21.98,9.32,62.15,1.43,1.0,22.2
2016-06-06,14.95,22.53,10.0,69.05,1.68,7.63,16.4
2016-06-07,15.84,24.52,6.3,43.51,1.91,0.04,30.26
2016-06-08,18.29,25.94,10.16,31.86,1.85,0.0,30.55
2016-06-09,16.96,24.57,9.56,56.16,3.82,6.75,19.3
2016-06-10,13.5,20.46,6.66,50.22,4.58,0.0,29.71
2016-06-11,15.39,22.61,5.0,41.35,1.59,0.0,27.57
2016-06-12,15.91,20.51,10.84,47.57,1.03,0.04,15.86
2016-06-13,15.35,20.76,10.95,75.33,2.22,20.37,22.64
2016-06-14,13.23,18.72,9.12,71.29,3.83,8.01,12.15
2016-06-15,15.74,22.73,8.36,49.29,4.32,0.1,25.64
2016-06-16,17.33,25.26,7.58,43.47,3.61,0.01,27.1
2016-06-17,17.43,25.33,10.0,52.69,2.34,0.33,22.85
2016-06-18,19.22,26.24,10.05,36.73,1.48,0.0,31.7
2016-06-19,18.76,25.46,10.87,47.37,2.16,0.0,23.98
2016-06-20,17.8,25.56,11.38,73.28,2.34,1.74,10.07
2016-06-21,20.65,29.3,11.98,50.01,3.27,0.13,24.28
2016-06-22,21.13,29.29,12.87,34.22,3.4,0.01,22.03
2016-06-23,17.19,24.03,10.28,40.47,4.14,0.01,30.76
2016-06-24,16.4,23.87,7.65,39.69,3.66,0.0,29.27
2016-06-25,18.85,26.35,8.92,39.82,1.73,0.0,29.56
2016-06-26,17.45,23.0,12.17,50.11,3.17,2.06,13.45
2016-06-27,16.35,21.74,10.36,67.44,2.71,4.77,21.0
2016-06-28,15.67,20.25,10.8,72.16,2.79,10.84,18.98
2016-06-29,18.77,27.2,10.02,59.55,2.79,1.82,28.24
2016-06-30,17.21,24.77,9.49,56.86,2.93,0.01,28.16
2016-07-01,17.38,24.75,9.44,48.61,2.05,0.0,27.45
2016-07-02,19.09,26.53,10.02,39.38,1.57,0.0,31.48
2016-07-03,20.21,27.61,11.16,63.11,2.34,0.84,24.29
2016-07-04,19.89,25.8,14.68,66.0,1.87,0.03,18.73
2016-07-05,21.97,30.69,13.33,56.78,2.34,0.0,29.24
2016-07-06,21.39,30.08,13.44,54.72,2.25,0.0,25.32
2016-07-07,21.19,28.81,12.16,56.29,2.81,0.02,20.96
2016-07-08,22.09,29.15,16.39,67.01,2.99,0.17,18.29
2016-07-09,22.78,30.46,15.36,64.06,2.81,0.03,22.82
2016-07-10,22.64,29.02,16.03,68.05,2.1,0.03,21.58
2016-07-11,20.87,26.09,16.27,78.99,2.38,37.61,6.04
2016-07-12,20.85,27.91,13.88,57.87,2.82,1.83,28.31
2016-07-13,21.35,26.89,14.17,51.68,1.78,3.84,19.62
2016-07-14,17.82,21.65,15.32,81.47,3.15,19.9,17.44
2016-07-15,16.1,18.6,13.95,86.3,2.58,7.13,17.4
2016-07-16,16.38,21.17,12.46,80.03,2.46,9.87,14.2
2016-07-17,18.37,25.54,10.98,63.19,1.88,0.16,29.19
2016-07-18,17.52,22.63,12.67,74.09,2.14,0.79,15.79
2016-07-19,15.85,18.87,13.4,86.2,1.81,5.42,9.8
2016-07-20,19.44,27.26,12.57,72.86,3.0,1.01,24.19
2016-07-21,21.35,28.37,13.53,69.8,1.38,0.54,19.71
2016-07-22,22.93,29.0,16.2,62.98,2.43,0.16,25.01
2016-07-23,23.37,29.9,17.23,59.14,2.33,0.31,26.99
2016-07-24,19.67,25.5,15.89,69.24,2.96,18.51,10.02
2016-07-25,19.65,26.04,14.45,61.45,3.43,6.69,19.62
2016-07-26,21.32,27.98,14.05,55.0,1.6,0.05,26.29
2016-07-27,21.61,28.15,14.83,60.11,1.75,5.44,26.18
2016-07-28,22.36,29.04,14.1,53.15,1.37,0.04,28.05
2016-07-29,24.45,31.17,17.24,49.0,1.23,0.0,28.54
2016-07-30,23.66,29.93,17.46,69.67,2.43,4.03,22.23
2016-07-31,23.76,29.8,16.9,67.66,1.53,0.59,22.83
2016-08-01,24.53,31.83,18.06,58.29,1.58,0.39,25.75
2016-08-02,23.12,31.28,15.34,59.02,2.22,0.0,28.26
2016-08-03,22.74,31.18,15.28,58.08,1.75,0.0,27.89
2016-08-04,22.61,30.49,14.58,58.56,1.58,0.0,25.8
2016-08-05,23.17,31.12,16.52,63.4,1.31,0.0,23.71
2016-08-06,24.25,32.48,16.86,61.34,1.36,1.64,24.82
2016-08-07,22.03,29.89,15.16,54.67,3.13,0.31,27.36
2016-08-08,21.32,29.56,12.62,55.68,1.86,0.0,22.18
2016-08-09,22.06,29.49,14.24,67.32,2.69,0.0,25.18
2016-08-10,22.96,28.98,17.87,68.34,3.39,0.69,18.31
2016-08-11,22.68,29.28,17.57,59.16,1.39,7.17,18.67
2016-08-12,18.98,23.84,14.77,69.01,2.69,11.78,10.84
2016-08-13,19.68,26.94,14.3,50.38,1.96,1.92,14.75
2016-08-14,20.64,27.6,14.8,48.1,2.39,3.09,17.73
2016-08-15,19.65,26.7,14.01,67.7,2.14,1.42,19.16
2016-08-16,20.78,29.99,12.16,63.46,1.28,0.15,23.95
2016-08-17,19.01,23.21,16.28,81.58,2.86,31.09,5.16
2016-08-18,21.27,26.25,16.75,76.8,3.93,17.0,17.85
2016-08-19,22.08,28.04,14.95,59.36,1.59,0.01,21.83
2016-08-20,21.84,25.93,16.03,59.85,0.92,0.0,21.84
2016-08-21,21.32,27.05,13.41,48.38,1.17,0.0,22.91
2016-08-22,19.29,22.65,16.85,78.1,2.04,3.1,14.05
2016-08-23,20.8,27.32,15.79,73.31,2.21,4.73,6.63
2016-08-24,20.25,28.57,13.18,64.33,3.16,2.37,18.42
2016-08-25,12.88,19.08,6.62,56.25,4.88,1.31,24.89
2016-08-26,12.97,21.01,4.85,48.21,1.53,0.0,26.83
2016-08-27,14.29,22.04,6.74,45.53,2.79,0.0,25.79
2016-08-28,16.03,24.03,6.35,42.48,1.33,0.0,25.09
2016-08-29,16.55,22.12,12.3,45.14,1.33,0.0,14.25
2016-08-30,16.27,23.58,10.54,55.09,1.46,0.28,22.78
2016-08-31,15.87,22.73,9.62,50.37,3.62,0.01,23.11
2016-09-01,14.43,21.33,9.04,48.13,4.49,0.0,24.75
2016-09-02,15.71,24.03,7.38,51.03,2.7,0.0,24.14
2016-09-03,16.35,24.49,9.34,58.31,1.85,5.23,21.77
2016-09-04,13.61,19.79,8.55,68.5,2.06,0.75,19.71
2016-09-05,14.66,22.39,7.07,59.67,1.93,0.0,22.25
2016-09-06,14.53,20.57,8.8,63.38,1.35,1.31,14.85
2016-09-07,12.93,20.19,7.19,66.46,2.22,4.08,17.94
2016-09-08,13.26,21.6,5.54,49.17,2.85,0.0,23.73
2016-09-09,14.44,22.07,6.75,53.12,2.25,0.25,17.06
2016-09-10,12.57,16.48,8.22,71.68,1.3,4.56,14.51
2016-09-11,12.49,17.6,7.36,73.88,2.1,3.53,18.47
2016-09-12,13.88,20.75,8.42,62.8,1.3,2.02,18.66
2016-09-13,13.2,20.26,6.99,66.69,1.71,0.99,21.5
2016-09-14,15.14,23.07,7.83,57.32,1.72,1.34,21.26
2016-09-15,15.83,23.16,9.1,54.15,1.74,0.11,21.3
2016-09-16,17.7,25.17,10.55,50.16,1.17,0.0,19.71
2016-09-17,14.02,17.92,9.38,65.78,1.44,1.12,7.31
2016-09-18,12.28,19.85,5.69,54.83,3.19,0.02,19.16
2016-09-19,10.76,18.37,2.89,45.75,1.52,0.0,22.13
2016-09-20,11.97,19.33,4.42,59.76,1.68,4.37,16.02
2016-09-21,12.72,20.0,7.81,77.55,1.57,11.62,18.13
2016-09-22,13.7,20.77,8.45,74.75,1.85,9.74,17.61
2016-09-23,13.95,20.07,7.7,77.63,1.52,5.49,19.01
2016-09-24,14.4,23.37,8.4,60.5,1.86,0.63,20.85
2016-09-25,13.3,20.07,7.37,69.86,2.23,0.68,12.72
2016-09-26,11.55,18.61,2.01,81.63,4.15,5.48,14.77
2016-09-27,3.09,9.43,-1.64,65.39,4.37,0.05,17.6
2016-09-28,5.33,14.12,-3.7,54.75,2.0,0.0,20.87
2016-09-29,9.75,19.02,1.69,75.21,1.91,0.07,16.0
2016-09-30,12.19,19.32,7.06,82.41,2.19,0.16,14.84
2016-10-01,14.11,22.59,7.57,61.41,1.65,0.05,18.06
2016-10-02,13.75,22.27,5.92,56.59,2.81,0.0,17.93
2016-10-03,13.49,21.28,5.71,57.16,2.15,0.0,17.49
2016-10-04,8.74,11.89,3.32,79.12,4.03,12.85,8.79
2016-10-05,7.33,15.25,-0.83,50.88,2.79,0.0,18.15
2016-10-06,7.29,14.0,2.99,72.08,2.96,10.64,5.32
2016-10-07,5.26,10.88,-2.54,67.14,3.94,2.29,15.59
2016-10-08,1.85,9.68,-5.6,59.92,2.67,0.0,18.35
2016-10-09,4.81,12.65,-1.31,48.03,1.96,0.0,17.74
2016-10-10,4.86,13.82,-1.37,66.28,2.76,0.0,16.09
2016-10-11,5.92,14.56,-3.33,46.6,1.85,0.0,17.72
2016-10-12,7.21,16.05,0.73,54.89,2.18,0.0,15.28
2016-10-13,7.56,15.2,3.94,81.7,2.14,0.0,16.23
2016-10-14,7.89,15.28,1.92,73.03,2.27,0.0,16.32
2016-10-15,6.76,11.5,1.71,90.78,2.85,0.73,3.54
2016-10-16,7.42,14.84,0.44,64.32,3.13,0.13,14.62
2016-10-17,6.21,14.63,-0.17,51.14,2.3,0.0,17.01
2016-10-18,7.04,15.08,0.0,82.09,2.61,0.0,15.82
2016-10-19,9.73,18.35,4.07,70.36,1.1,0.0,15.14
2016-10-20,8.02,10.52,5.68,89.34,3.23,3.52,3.27
2016-10-21,4.28,7.62,-0.5,88.18,3.98,13.48,2.46
2016-10-22,3.23,10.17,-1.41,71.67,2.77,0.08,9.49
2016-10-23,4.0,10.42,-1.22,76.71,1.03,0.0,11.68
2016-10-24,4.07,9.2,0.68,78.94,1.74,0.13,6.29
2016-10-25,2.35,10.42,-3.62,69.04,2.6,0.01,13.1
2016-10-26,3.21,9.71,-3.62,50.1,1.51,0.02,13.94
2016-10-27,-0.86,2.43,-6.58,72.29,2.75,8.1,2.96
2016-10-28,-4.53,0.71,-8.05,51.99,2.86,0.0,13.45
2016-10-29,-3.97,1.67,-8.64,61.47,3.2,0.0,12.2
2016-10-30,-6.28,-2.45,-13.99,58.91,4.16,0.13,9.27
2016-10-31,-9.94,-3.62,-16.15,48.9,2.3,0.0,14.88
2016-11-01,-5.05,0.94,-10.29,63.65,1.86,0.0,10.17
2016-11-02,-3.18,4.97,-9.44,63.3,2.45,0.0,14.29
2016-11-03,-0.85,7.13,-6.26,70.62,1.91,0.0,13.66
2016-11-04,1.54,8.8,-3.85,65.27,1.9,0.0,13.45
2016-11-05,4.07,12.68,-0.31,60.82,1.64,0.0,12.79
2016-11-06,-0.08,3.91,-3.28,91.93,2.12,1.71,3.83
2016-11-07,-4.05,-0.29,-6.44,59.46,4.42,0.01,13.14
2016-11-08,-2.95,4.5,-8.53,61.29,1.76,0.0,13.5
2016-11-09,-3.46,1.78,-7.76,82.95,3.07,0.02,7.56
2016-11-10,-4.37,-0.74,-7.03,58.69,4.29,0.09,8.28
2016-11-11,-2.61,5.54,-7.47,59.62,2.84,0.01,11.11
2016-11-12,-1.57,5.78,-7.77,69.09,2.75,0.01,12.11
2016-11-13,-0.97,7.05,-5.8,66.68,3.38,0.0,10.95
2016-11-14,-3.94,1.25,-9.95,43.63,3.2,0.0,12.47
2016-11-15,-1.74,5.46,-7.84,65.85,2.01,0.0,11.47
2016-11-16,0.93,8.11,-3.24,70.77,1.25,0.0,11.79
2016-11-17,0.67,7.33,-3.89,73.92,2.04,0.0,11.23
2016-11-18,1.07,3.99,-4.71,96.21,3.42,0.0,4.88
2016-11-19,-3.4,2.7,-9.04,56.41,3.46,0.0,9.11
2016-11-20,-7.57,-1.46,-12.58,62.06,3.55,0.78,8.21
2016-11-21,-15.9,-13.3,-19.43,52.97,6.9,1.07,7.27
2016-11-22,-15.98,-8.95,-20.83,63.58,3.62,0.0,11.87
2016-11-23,-14.21,-7.38,-20.1,60.28,2.89,0.0,11.72
2016-11-24,-11.59,-5.22,-17.48,57.33,2.06,0.0,10.6
2016-11-25,-10.17,-5.59,-14.64,63.24,2.81,0.0,7.26
2016-11-26,-9.41,-2.2,-14.65,67.38,3.16,0.0,9.08
2016-11-27,-7.91,-0.59,-14.15,62.52,2.37,0.0,11.01
2016-11-28,-4.31,2.58,-8.87,56.19,1.19,0.0,10.07
2016-11-29,-5.33,-0.96,-8.18,76.06,2.48,1.02,4.38
2016-11-30,-7.89,-0.97,-12.09,72.31,3.96,0.0,10.2
2016-12-01,-7.57,0.43,-13.41,63.08,2.39,0.0,10.16
2016-12-02,-6.42,-0.23,-10.75,66.78,1.85,0.0,10.06
2016-12-03,-5.87,0.87,-10.05,78.22,2.08,0.0,7.71
2016-12-04,-5.39,-0.48,-9.64,70.4,1.82,0.15,7.04
2016-12-05,-10.55,-5.34,-14.27,62.49,5.43,0.08,9.49
2016-12-06,-9.13,-1.39,-14.85,82.98,2.9,0.0,9.62
2016-12-07,-7.09,-1.07,-13.14,73.72,3.04,0.02,9.19
2016-12-08,-10.04,-4.99,-14.6,69.82,4.09,0.0,9.78
2016-12-09,-8.62,-1.13,-14.61,56.39,1.3,0.0,7.33
2016-12-10,-7.63,-1.48,-12.4,60.15,1.61,0.0,9.91
2016-12-11,-5.53,-0.36,-10.2,90.5,2.6,0.1,3.82
2016-12-12,-5.89,-0.9,-8.69,75.56,3.61,0.07,7.0
2016-12-13,-8.54,-2.84,-13.59,57.88,2.35,0.0,9.01
2016-12-14,-9.57,-1.62,-14.46,69.67,3.24,0.01,8.26
2016-12-15,-10.94,-4.46,-15.55,67.24,4.02,0.0,9.97
2016-12-16,-10.25,-3.69,-16.03,81.11,2.07,0.0,9.1
2016-12-17,-5.92,-0.94,-8.79,69.24,0.99,0.0,8.93
2016-12-18,-6.32,-1.28,-9.62,76.49,1.05,0.0,9.26
2016-12-19,-5.02,0.3,-9.12,67.6,0.92,0.0,9.17
2016-12-20,-3.08,2.55,-6.5,69.35,1.75,0.05,5.57
2016-12-21,-5.93,-0.92,-11.8,82.73,2.98,0.58,2.89
2016-12-22,-10.78,-5.43,-14.33,81.96,2.77,0.02,8.18
2016-12-23,-10.43,-5.64,-14.38,82.44,1.49,0.0,7.01
2016-12-24,-7.24,-1.24,-11.87,86.3,2.06,0.0,6.9
2016-12-25,-7.22,-2.17,-10.57,86.03,3.35,0.09,2.56
2016-12-26,-11.37,-6.66,-15.56,70.9,3.16,0.45,6.7
2016-12-27,-15.12,-10.43,-17.83,82.63,2.67,0.08,7.01
2016-12-28,-15.86,-9.54,-18.73,68.69,3.52,0.0,7.87
2016-12-29,-16.03,-10.13,-20.34,70.78,1.73,0.0,8.16
2016-12-30,-12.84,-6.62,-17.03,80.75,1.24,0.0,7.15
2016-12-31,-11.01,-5.39,-15.78,87.18,2.1,0.0,8.26
2017-01-01,-8.66,-1.02,-11.72,76.49,1.8,0.0,8.38
2017-01-02,-9.6,-2.75,-14.46,82.38,2.11,0.0,8.83
2017-01-03,-7.32,0.9,-12.24,71.48,1.76,0.0,9.77
2017-01-04,-3.8,2.96,-8.92,60.9,1.07,0.0,8.67
2017-01-05,-3.76,1.87,-7.34,85.93,1.97,0.02,5.37
2017-01-06,-5.37,-1.2,-13.23,89.55,2.77,1.38,2.08
2017-01-07,-10.54,-3.2,-15.08,80.11,2.48,0.07,8.18
2017-01-08,-10.78,-3.91,-14.99,79.68,3.87,0.0,8.18
2017-01-09,-12.59,-3.89,-17.5,73.22,3.51,0.0,8.83
2017-01-10,-13.65,-6.31,-18.82,71.08,3.09,0.0,8.77
2017-01-11,-12.12,-4.35,-16.42,74.18,2.2,0.0,9.55
2017-01-12,-12.76,-4.59,-17.23,80.15,2.84,0.0,9.58
2017-01-13,-12.7,-5.19,-17.66,68.9,2.56,0.0,9.4
2017-01-14,-10.47,-3.64,-16.66,56.03,1.31,0.0,9.22
2017-01-15,-10.54,-4.39,-15.68,85.21,1.5,0.0,8.93
2017-01-16,-11.6,-5.05,-15.84,81.8,1.9,0.01,10.15
2017-01-17,-13.48,-7.28,-17.82,68.93,2.19,0.01,10.05
2017-01-18,-13.02,-7.6,-17.98,69.87,1.89,0.1,9.77
2017-01-19,-18.28,-13.09,-22.08,62.39,6.38,0.07,10.65
2017-01-20,-18.39,-11.95,-22.75,67.67,2.7,0.0,10.72
2017-01-21,-18.05,-11.88,-22.65,71.85,4.25,0.0,11.26
2017-01-22,-14.27,-6.45,-21.09,60.18,1.89,0.0,11.25
2017-01-23,-11.64,-2.38,-17.05,62.55,1.43,0.0,11.29
2017-01-24,-9.06,-3.88,-14.14,54.59,1.26,0.0,9.81
2017-01-25,-9.1,-4.46,-15.0,84.6,2.27,0.0,10.85
2017-01-26,-9.73,-4.99,-16.6,72.21,4.93,0.0,11.99
2017-01-27,-12.13,-6.54,-17.86,66.73,2.17,0.0,10.37
2017-01-28,-8.92,0.5,-15.99,67.05,3.99,0.0,10.52
2017-01-29,-16.83,-12.03,-20.84,63.21,5.35,0.0,12.55
2017-01-30,-16.04,-10.89,-22.38,58.2,1.69,0.0,10.49
2017-01-31,-12.25,-4.6,-16.32,48.15,2.87,0.0,12.26
2017-02-01,-11.09,-4.2,-18.32,44.12,2.17,0.0,12.42
2017-02-02,-7.62,-1.43,-11.98,55.38,1.77,0.0,10.04
2017-02-03,-8.11,-2.56,-13.1,90.56,2.03,0.01,5.61
2017-02-04,-8.0,-0.17,-13.47,70.69,2.49,0.0,11.94
2017-02-05,-8.44,0.46,-15.83,56.73,2.59,0.0,11.99
2017-02-06,-7.42,-1.8,-12.37,63.32,2.44,0.0,7.97
